item_id,old_item_id,release,song,artist,genre,count
26544,OJmB2wZme6Z87NCr,1989,Chain Lightning,Rush,progressive rock,18
26545,c4MTw3Wr1In5o4qB,1995,Scratch,Morphine,blues,29
26546,KFCXJVv68993z50N,2014,No Werewolf,Allah-Las,psychedelic rock,22
26547,xzL1oQzffkf9wYRU,2010,Endboss,Marteria,hip hop,11
26548,5HD3ZPUuSYmlkZ1Q,2017,Remaja,Hivi!,jazz,10
26549,6Ku7bJlCxqrwTQNi,1999,Double Trouble,The Roots,hip hop,12
26550,0Nf4VEOSVFUp6D6z,1990,Someday We'll All Be Free,Donny Hathaway,soul,13
26551,fQSKr8eST4Aja4PW,1980,On the Nickel,Tom Waits,blues,11
26552,YVPrgOOKJohxAy7g,2013,Heaven Wait,White Lies,post-punk,11
26553,XCUh2Kpn9JIMBub0,2015,Something Like Happiness,The Maccabees,indie rock,12
26554,o7fkMjNegCJcBueA,2009,Heretics,Magrudergrind,grindcore,13
26555,3IYdUyebp4bOkACf,2014,Divine,In Hearts Wake,metalcore,12
26556,qGtCIyZpsQLyqK9C,2009,Bridge Burner,Magrudergrind,grindcore,18
26557,Sr45BCLzEVOC2Ks4,2004,In Relief,John Frusciante,singer-songwriter,11
26558,Iavv2Q5OItPUMcZI,1998,Lisbon,Angra,power metal,11
26559,pwE9y4bPXkrGGeX5,2010,Sinking Friendships,Jónsi,post-rock,10
26560,Kf4f4CgHpEY9QLf2,1974,Emma,Hot Chocolate,disco,11
26561,UnBpoHoSHUgj2TWe,2002,Black Sheep,Sneaker Pimps,electronic,12
26562,PHvNKpfcKBZlounv,2017,Hem,King Woman,doom metal,11
26563,EGkGsy8NabL9V57F,2017,Comanche Moon,The Black Angels,psychedelic rock,16
26564,YxgEM8cwCWhdWCkZ,2001,Argument,Fugazi,post-punk,30
26565,ep3GnhsfNfBUOhgP,1993,Too Much Information,Duran Duran,new wave,16
26566,g3RgW4EsfDjqTf4K,1997,Place Your Hands,Reef,britpop,23
26567,Oro35RPz8l41I1UA,1995,A Big Day In The North,Black Grape,rock,13
26568,AMfOm6DknTFlJZIH,1997,Victorious March,Amon Amarth,viking metal,28
26569,W2553fWAomkCpHwN,2000,Breathing,Lifehouse,alternative rock,14
26570,wVHiQ18rLeJjD35v,2016,White Lies,I See Stars,emo,11
26571,wgNYvM2BOynijIJS,2009,Corrupt,Depeche Mode,synthpop,13
26572,mYptSlKvFvMrIKcg,2008,Out There on the Ice,Cut Copy,electronic,15
26573,72LwtjQL3yxwNZut,2016,Dear Diary,Breakdown of Sanity,metalcore,12
26574,k4tBjx3ewdzcxfGj,2017,Soft,Motionless in White,industrial metal,13
26575,MpZJKnNHRHVzGAq1,2004,City of Light,Fennesz,drone,12
26576,0izw4PjSTbfrW1dv,2018,Machin-chose,Christine and the Queens,electronic,9
26577,l6OxrATdtxbMYDQp,2016,Miocardio,Barro,mpb,19
26578,d4P5LDawMm4Hy4gq,1984,Lack of Communication,Ratt,hard rock,12
26579,NOd6459xQXXI51se,2018,Nag Champa,Syny,rap,13
26580,9SetzN0il3TVLfwu,2011,Inchworm,Battles,math rock,14
26581,puWkQ7NDdLOVsWJ0,2016,Twice,Catfish and the Bottlemen,indie rock,18
26582,NdkeaTBhb3cjKqR1,1979,Strange Town,The Jam,punk,10
26583,cWUXv3e8J2irMmqr,1983,Certas coisas,Lulu Santos,mpb,10
26584,mE1YAjw5KdtSVBx8,2005,It's A Hit,We Are Scientists,indie rock,15
26585,sbH6EcG7TuSSFgvC,2009,FML,deadmau5,progressive house,10
26586,pIJZIdHPqHlrroZE,2002,One More Minute,Authority Zero,ska punk,10
26587,BdF6KL3hv3sS5EYV,2001,Biomusicology,Ted Leo and the Pharmacists,punk,13
26588,ZGS0vwwK1sc9VLIM,1997,Petrol & Chlorine,Silverchair,grunge,13
26589,a82qxovr63QqINxB,2011,The Villain,Austra,synthpop,10
26590,L4baOVqUDXhY5qxw,2017,Perdendo O Juízo,Flora Matos,hip hop,11
26591,YA2aSEYq5RQk1dlo,1977,Havona,Weather Report,jazz fusion,11
26592,ytSD5Yw4SSyt708D,1965,Gimme Some,Nina Simone,jazz,11
26593,tvL2r18QxzNDrpuV,2019,Fried,Yak,progressive rock,10
26594,dGUYxBwLD5XHPF7P,1982,Changeling,Simple Minds,new wave,10
26595,r1MR4trhfpuybN8q,1984,I Speed At Night,Dio,hard rock,20
26596,GZ6pYsf4weDNVxQI,1997,Mount Marilyn,Tiamat,doom metal,14
26597,SjU1MAtbJdalYaxn,2015,Louisa,Lord Huron,indie folk,9
26598,Igplc1aGmUP1nNs8,2001,Superstar,Saliva,nu metal,15
26599,HOClJGIBhnqrF53o,2013,Tyrant,Nails,grindcore,16
26600,UdDF15WAYVD5VuXs,2004,Somewhere Else,Razorlight,indie rock,15
26601,BMDznpOOXJKRms92,2009,Evisceration Plague,Cannibal Corpse,brutal death metal,46
26602,hgWchzNurzMIZdBK,2006,Conventional Wisdom,Built to Spill,indie rock,11
26603,MZoQiVIcmFqFNZHN,1999,Sweetheart,Suicide,post-punk,12
26604,8Z0utaE5UFpmRGlV,2014,The Infection,In This Moment,metalcore,10
26605,Olzwx55ffdrpyrQZ,2018,Jogando Sujo,Ludmilla,funk,9
26606,I72VNEOc34XdlYDm,2005,Devil's Waitin',Black Rebel Motorcycle Club,folk,10
26607,IItlfiHarGag3OiH,2012,Millionaires,The Script,pop rock,10
26608,wFUnpBpjoDfQKJFf,2012,Brother,Matt Corby,indie rock,22
26609,bWuofLm0XpcWnEnS,2017,Рокстар,Anacondaz,rap,12
26610,thnL0H0GIMwNdd6o,1982,Gemini,The Alan Parsons Project,symphonic rock,15
26611,MCO7PWW9PsKfZcEu,2005,Weight of the World,Black Rebel Motorcycle Club,indie rock,14
26612,gzvdMYhLcUSkhIel,2005,Restless Sinner,Black Rebel Motorcycle Club,garage rock,13
26613,3ovGnwGyuYPBUmuB,2005,Complicated Situation,Black Rebel Motorcycle Club,indie rock,12
26614,2Z7yBOTfjtvGwLJD,1991,Bodily Corrupted,Gorguts,death metal,10
26615,bpmdSQvfcgUuM0xe,1975,will you promise,Ebo Taylor,afrobeat,15
26616,vupkM3XGyquvrXB4,2004,Daphne,Porter,experimental,11
26617,upqN39JKavDdjx2v,1982,Step By Step,The Alan Parsons Project,symphonic rock,13
26618,1DCWtaOAX4Z9DBrF,2000,Camera Obscura,Enigma,new age,10
26619,aCg1REOndGrKfjzt,1995,Grey Heavens,Summoning,atmospheric black metal,17
26620,7WzGPQNTJo6KhBVP,2010,Fading,Rihanna,pop,12
26621,wS0tp2lO4eY7aoBn,2015,Map Of the World,City and Colour,singer-songwriter,14
26622,9HWJwkNxxiuw5okW,2010,Bushwick Blues,Delta Spirit,indie rock,12
26623,kEDY7fIixu6ejgC4,1974,Subhuman,Blue Öyster Cult,hard rock,14
26624,qK7qwz7YEp3LtNuq,1998,Frosted Flake Wood,Hooverphonic,ambient,9
26625,MT6t89vklxAqsRNA,1997,Ai Que Saudade D'ocê,Elba Ramalho,mpb,20
26626,WGmaFb9AUZuq2IQK,2002,Torero,Chayanne,latin,10
26627,idPLWgYIkcigRqOa,2018,"Sim, é sobre você.",Manu Gavassi,singer-songwriter,13
26628,bI2zu0BVQZ8EpJov,2017,Clinik,Psyclon Nine,aggrotech,14
26629,WShmxyfqSCMR5szK,2004,Morning Song,Zero 7,downtempo,17
26630,Lleft4HdlvRYkVxA,1999,You Can Still Be Free,Savage Garden,pop,10
26631,ZpiRXzn61npBR3a0,2018,Flower Bells,Brian Eno,ambient,12
26632,XFnUbY4ioTgOP9CP,2014,From the Kettle Onto the Coil,Deafheaven,blackgaze,18
26633,nvHkzUfPCSu23zzg,2005,En Tus Pupilas,Shakira,latin,17
26634,dYITHjasigPnkIRF,2007,Host of a Ghost,Porter,indie rock,19
26635,cqmKbfvmu8uy3JqN,2016,Nights in Bloom,Cubicolor,deep house,11
26636,ARRGkgK7lRVv2zTD,1992,Unicorn,Bel Canto,ambient,11
26637,xhQijlPya1Nzo6Pp,2013,Vermis,Ulcerate,brutal death metal,17
26638,GFU7nh9OghYKKIVm,2009,Mi Plan,Nelly Furtado,latin,12
26639,NB8oY0kslCr6cGBr,2017,So Be It,Psyclon Nine,aggrotech,9
26640,xBfDsQpeJOT0cRxF,1971,Nothing Rhymed,Gilbert O'Sullivan,singer-songwriter,19
26641,FNBg7nUCyoG14H6f,1995,Morthond,Summoning,symphonic black metal,17
26642,MmuqV3Gg8xJYLkGF,2001,Darkness Of Christ,Slayer,thrash metal,22
26643,zn16WU4k6kO3FSeq,2005,Lo Imprescindible,Shakira,latin,13
26644,SXnUtOLezBBXhcpp,2018,Distort Me,Boys Noize,techno,12
26645,horUWDxSS9XWtkY6,2018,Curb Stomp,JPEGMAFIA,glitch hop,10
26646,BKAVWHNHXgF8Koo2,2019,Your Body Is The World,Mineral,midwest emo,11
26647,diQifiuzyC7jWt8O,2015,La Belle Fleur Sauvage,Lord Huron,folk,10
26648,b2Ttq4xWlLL8Ni03,2001,South Away,Summoning,atmospheric black metal,16
26649,5OlhxWshNx0HyQBd,1987,Love Will Find a Way,Yes,progressive rock,15
26650,FxwLoetrkAytHmk4,1982,Wildest Dreams,Asia,progressive rock,10
26651,0h0Ia3I7UQdCiuTj,2006,Grinnin' in Your Face,Son House,delta blues,15
26652,dCi7JraUuYddMJLl,2008,The Devil's Plaything,Backworld,neofolk,12
26653,9pdFQIwZnPiDRHkf,2013,Disco Love,The Saturdays,pop,12
26654,GTZ9KwLu7xO79fkt,2017,But Beautiful,Gregory Porter,jazz,13
26655,2leSuOKIS6lQRCpA,1997,Angbands Schmieden,Summoning,symphonic black metal,16
26656,LlJ6BISiyrUP0P9K,2015,Northern Blues,City and Colour,singer-songwriter,21
26657,yCWlWko5RQkFq3Bv,2019,Blip of Joy,The Drums,new wave,11
26658,9CRBgi9YkoMDCewb,2000,Suspension Without Suspense,No Doubt,ska,10
26659,gDIv516qnBl8Cxm7,2002,The Last Song,The All-American Rejects,pop punk,11
26660,w7WPCboczcffODnk,2010,Dilly,Band of Horses,soft rock,11
26661,jbjUZEcZaHfnHI2X,1997,Naked in Front of the Computer,Faith No More,alternative metal,19
26662,cz6X5gsaWH6yBIRa,2017,Part of Me,Good Old War,folk,11
26663,h81CF4OlGXyaRCqT,1973,Rain Dance,Herbie Hancock,avant-garde,12
26664,hFJhlUBDgDIGjkEB,2017,Ship Of Doom,Xandria,folk metal,13
26665,1dEBX1QdmDVVayvQ,1995,Portela Na Avenida,Clara Nunes,samba,10
26666,cZiZLhWELVsUcNWu,1997,Paths of Glory,Faith No More,alternative rock,18
26667,XsI8kBk9IBE4zA2s,2013,Passenger,Britney Spears,pop,11
26668,ZyeS7plTKulPtALn,1997,Home Sick Home,Faith No More,alternative rock,16
26669,UwNpjZN9f0Vmh2GI,2017,Taxi,The Maine,pop rock,13
26670,2zGb0uAflzDvd80I,2010,When We First Met,Hellogoodbye,pop,11
26671,1XVY1mTowNzMsl1m,1986,See-Through,Arthur Russell,ambient,12
26672,tJCeqrUXoHrSIIFu,1980,Too Much Pressure,The Selecter,ska,18
26673,E7HzYmdT5AgyMiJO,2017,6AM,HM SURF,beats,13
26674,WOVCYzOLkKgMpeS8,1993,Crank,Catherine Wheel,shoegaze,19
26675,MBDb174dXjV9yOhc,2018,Hand In Hand,Paul McCartney,classic rock,16
26676,iFzJKlLQ8o7icNtu,2016,Petal,Every Time I Die,southern rock,11
26677,VBp1d8IbNJpdtZAc,2012,All the Secrets,Flying Lotus,experimental,12
26678,13r8Zf7Uw2RMXxYY,2017,White Roses,Charli XCX,synthpop,19
26679,TD8H61y7PRmAkk8V,2017,Manna,King Woman,doom metal,11
26680,19uwlVx5IxTgu5aL,2019,Loner,The Drums,new wave,10
26681,LOPb3Uf87LLCv6fT,2018,Rose-Colored Boy - Mix 2,Paramore,pop punk,10
26682,OprqYXIJQWmKf6vH,2018,Lindo Demais,Jão,pop,12
26683,zsgcOtYkonkRfIoC,2002,Single Part of Two,Dark Tranquillity,melodic death metal,29
26684,pbNoCvI6x4lUXbHm,2012,Home of the brave,Heroic,melodic death metal,10
26685,RdoqO5dEpDczhcpw,2010,Navy Light,Labyrinth Ear,synthpop,11
26686,9s6tQJo8rKVbjYoY,1999,Habitat,Mos Def,hip hop,18
26687,EiXvFpjv9VmONu8a,2007,Dear Father,Sum 41,pop punk,10
26688,gPlNjlsCElAfX6KE,2001,Piano Aquieu,Stars of the Lid,drone,20
26689,RUhUMCj72N99AETv,2018,I Don't Know About You,Chris Lane,country,11
26690,1OAeEHzoQXvoQOOz,2015,Dear Future Husband,Meghan Trainor,pop,27
26691,0byO7cJeps6gCGoF,2010,Luz de Piedra de Luna,Javiera Mena,synthpop,12
26692,g4L8HFH5c5h21fIG,1965,Chimes of Freedom,The Byrds,folk rock,12
26693,2kCNhOwNSDTc3k2A,1991,For My Broken Heart,Reba McEntire,country,10
26694,WqP09A66KueLFDDm,2002,Hollywood Squares,The Dillinger Escape Plan,mathcore,12
26695,XiHCKOXIo1hnMTSS,2002,Journey Unknown,Insomnium,melodic death metal,16
26696,DYKfD1gxKXIa9wto,1971,Early in the Morning,Harry Nilsson,rock,18
26697,jj4sCTlvOGhbNzO3,2018,Jaipur,Mr Twin Sister,alternative dance,15
26698,Egv6ncmZ7jm7KCMC,1956,Moonglow,Billie Holiday,jazz,10
26699,Ym6JbmlK2zQpI8QY,2013,What About Us,The Saturdays,girl group,16
26700,9gCAFsjb2v9J9jVm,1994,Funkdafied,Da Brat,hip hop,9
26701,DFe2H5uA4R8qQRDZ,1999,Der Tod Wuotans,Burzum,dark ambient,10
26702,KkHIAo5LzwUTYKGX,1978,Guns on the Roof,The Clash,punk,11
26703,bkUB17p8Wxzdx5b7,2002,Evil,Ladytron,electroclash,11
26704,irtqorqdBMPZpRKT,1999,Der weinende Hadnur,Burzum,dark ambient,10
26705,48WwMXcPVfpxErvB,2017,Song For the Dead,Carach Angren,symphonic black metal,14
26706,Fm6nRqG1LwlDLyi7,2016,Tou Thanatou,Rotting Christ,melodic black metal,22
26707,GYWAeiVXVLkFiKjZ,2011,Bipolar Baby!,Forever the Sickest Kids,emo,10
26708,nX8965aKVtEq6ZzR,2010,Arkestry,Flying Lotus,experimental,14
26709,0BGo4WmW6kmsZBK0,1981,Too Young To Die,Agent Orange,hardcore,15
26710,zAzmIDuaX6MhWfgW,2016,Down and Out,Adept,emo,12
26711,4KvPjlHKpo7mshr0,2016,Blackout,Garbage,alternative rock,14
26712,LYSqfhNBEJAJldzo,2016,Night Drive Loneliness,Garbage,electronica,20
26713,HYeAAL9qRizdYiDW,2012,The Wanderlust,Metric,indie rock,11
26714,87rV7R8FCm8sraQn,2012,Nothing But Time,Metric,indie rock,13
26715,xRYnCIOrfrnLAdXt,2006,Warrior,Yeah Yeah Yeahs,indie rock,15
26716,SZObVZkb8zxUDv8p,2016,So We Can Stay Alive,Garbage,alternative rock,15
26717,cBrtBCF0zYpcDByK,2017,L-O-V-E,Diana Krall,jazz,11
26718,9bxuYQ4fJlFwdLMZ,2016,Two Hearted,I See Stars,emo,10
26719,SGN7ITbQdNICnCv8,2013,Knowing We'll Be Here,Daniel Avery,techno,13
26720,P3tBaMNxhiSWlDyh,2016,Yellow King,I See Stars,emo,11
26721,h2mlmWa1A2cSDC8i,2015,Border,Years & Years,electronic,10
26722,FlDSMDaoMyo7wD9P,2010,Pony Up,Kings of Leon,southern rock,12
26723,rWNgayi5aJm9EKZl,1973,Just To Keep You Satisfied,Marvin Gaye,rhythm and blues,10
26724,osCVdjDPzj7UZ6Dh,1999,Loose Fit,Happy Mondays,madchester,21
26725,pTzQXJEPCYRLHLZx,2012,End of the Line,Sleigh Bells,noise pop,10
26726,gbUJLo6QOey8GSLD,2014,Strange Emotion,Jessy Lanza,synthpop,10
26727,07ZlFqYMMkcui1ha,1996,Go Your Own Way,The Cranberries,rock,12
26728,5etHrI3FQbZKWPBh,2003,Hands Of Time,Groove Armada,lounge,38
26729,HpJq7QcUJJbYkJhS,2017,Colourway,Novo Amor,folk,18
26730,TJTFeQRdAB1jorUw,2014,Let Me Follow,Son Lux,soundtrack,11
26731,CmV2akAjDvUvM0L3,2009,Death of Me,Red,christian rock,10
26732,WEeP3nmZdDKBlPu2,1996,Press Play,Stone Temple Pilots,grunge,11
26733,PAaqSr7YVgLMfmWr,1996,Tumble in the Rough,Stone Temple Pilots,grunge,14
26734,ObKl6KGpSvcMnO77,1986,Teenage Frankenstein,Alice Cooper,hard rock,10
26735,sC7GKXgtUT5Syj3r,2016,Wódka,Kult,polish rock,13
26736,9Y3mWcWntTVnpXXh,2016,Spinning,Balance and Composure,emo,10
26737,KQ1UoDDELnTqonRL,2002,Sugarcoat,Breaking Benjamin,hard rock,10
26738,FEOkkHCxav3ZCcbh,2005,Basement Ghost Singing,Armor for Sleep,emo,11
26739,8K9fSXPBcehlfUGK,2016,Autumn Rain,Saor,scottish folk,9
26740,DwWCcyDEF80g6I4G,1996,Come Join Us,Bad Religion,punk,21
26741,li5ZyErXWdl3qwGg,1996,Daisy,Stone Temple Pilots,rock,12
26742,HFOg9Sc74rN571YG,2017,I Feel Alive,Ramin Djawadi,soundtrack,15
26743,Qitdgm6bb2dKoy6C,1985,Widowmaker,W.A.S.P.,metal,17
26744,N1calG1SiTSlMwf4,2018,Julia (Footnote IV),Leon Vynehall,uk garage,15
26745,1yL3waDih7gGPwvz,2002,Next To Nothing,Breaking Benjamin,hard rock,9
26746,oNlrhZlF6tYAgMWv,2018,"Trouble - Parts I, II, & III (Chapter V)",Leon Vynehall,uk garage,13
26747,jpOpFL7WM44XP0ya,2007,Temptation Greets You Like Your Naughty Friend,Arctic Monkeys,indie rock,11
26748,jjRs4YbxY96i2VFR,2005,Walker of Dissonant Worlds,Xasthur,depressive black metal,10
26749,kPRuHJPp4SUEEWTm,2005,Switch,Will Smith,hip hop,18
26750,ZYu1evpRUFuAdEbS,2018,Ice Cream (Chapter VIII),Leon Vynehall,uk garage,11
26751,kwlScducxStomC6l,2005,Fall Away,The Fray,alternative rock,11
26752,gifQaVIc9fakWaIC,1986,Time Long Past,Fates Warning,progressive metal,8
26753,rXwh7t4fK1dJuY4H,2018,Swaddle,Soft Kill,post-punk,13
26754,VDhvqsjG56T7t8jr,1988,Roll With It,Steve Winwood,classic rock,10
26755,DJOrqjzCTjdg7lu7,2004,Cat On The Wall,PJ Harvey,rock,14
26756,b0oX6ylLdDoQJjuH,2018,Confidante,Paul McCartney,folk,12
26757,m1sM0KL5vBBm4bNU,2017,Honest,The Chainsmokers,electro house,13
26758,sqjrK3ONS57zVWsI,2019,Hellboy,SWMRS,pop punk,10
26759,05eO5MtW4pezH5XU,2012,Creeping,2:54,shoegaze,10
26760,6bdBdG2Dvn1YHVk2,2015,Dead Trees,From First to Last,hardcore,12
26761,zFwyCrMjpJscPrze,1999,Sweetness Dies,October Tide,melodic death metal,10
26762,iKuDT16DHFmZP13o,2007,Blueberry Hill - Remastered 2002,Fats Domino,rhythm and blues,20
26763,eHlCwgu8C0AduUpR,2009,Stranger Than Kindness,Fever Ray,electronic,25
26764,uJmeDSGa7GAKS792,2013,2013,Arctic Monkeys,indie rock,12
26765,WRXEMg0Me3MwrRST,2014,Disorder,Meatbodies,stoner rock,12
26766,FBkTu3Sr2tcEQJ4s,1997,Threatening Skies,Obituary,death metal,13
26767,dYqf5QnXZlG6z4LK,1995,Feather Pluckn,The Presidents of the United States of America,alternative rock,16
26768,jl7cw8OSVxwAdeSn,1998,Segundo Premio,Los Planetas,rock,11
26769,tZGmrp2NQRAavXLQ,2003,Dla mnie masz stajla,Trzeci Wymiar,hip hop,15
26770,IOL0Wc83YHT33J2x,2017,Standing in The Sun,Grouplove,indie pop,10
26771,hegc7WpT2VfdT5To,2009,Encontro,Maria Gadú,mpb,10
26772,XbVYMgJatjc3It2P,2003,The 15th,Fischerspooner,electroclash,19
26773,db3xz7AhrA4lNbsK,2008,Happily Never After,The Pussycat Dolls,pop,15
26774,vlfYKKSGfNDNwkpc,1984,Forever Time,Black Flag,hardcore punk,12
26775,9zhq2V8vP7ccyX8Z,2013,Counting,Autre Ne Veut,electronic,11
26776,xiTarMB5lQVGzULV,1982,Goodbye,The Psychedelic Furs,post-punk,10
26777,uaTyWisBYIGeBF59,1990,Something More,Chapterhouse,shoegaze,10
26778,aDa0vGhApuae1OQd,2018,Dominoes,Paul McCartney,classic rock,15
26779,JEmlgK8Mk0sRD00c,2013,Weight of Emptiness,Ulcerate,brutal death metal,15
26780,l6GoVm76ShhK2WVA,2006,The Winner Takes It All,At Vance,power metal,12
26781,sXyXNGDWOwscDWyA,1992,Master of the Wind,Manowar,metal,33
26782,q5BnH6maP0mhhgWQ,2018,Station II,Paul McCartney,classic rock,12
26783,ouduuauYPOwUBTii,1984,Mystery,Dio,hard rock,18
26784,K0vhlhaJvncblHRR,2018,There Is a Star,Pharao,eurodance,11
26785,13LIhGPoNkTFDIuK,2002,Razzamatazz,Pulp,britpop,12
26786,nZTVMDHj4d6qUn9y,2004,Saiba,Arnaldo Antunes,mpb,15
26787,Zz2pZr7FNbuAsQKa,2014,A little ditty,Sleaford Mods,spoken word,11
26788,lrbEv0Tu2jLNlMmD,2015,Playing God,Bullet for My Valentine,emocore,10
26789,2MtYvj6I52fZ4o1F,2019,Whole Heart (Hold Me Now) - Live,Hillsong United,praise,12
26790,0guQS67TrNdPuDMW,1989,Batdance,Prince,funk,13
26791,SrNGmXDzPsamjqcV,2004,At the Hop,Devendra Banhart,singer-songwriter,11
26792,F7PHfZmaswsHP512,2006,Outro,Breaking Benjamin,alternative metal,17
26793,9HUCdhp1dfBJDm4x,2002,From Creation,Thievery Corporation,lounge,12
26794,bTcgazquJmGJzp0D,1971,"Sing Another Song, Boys",Leonard Cohen,singer-songwriter,15
26795,UPgIiFy8KkATM5lT,1989,Too Many Broken Hearts,Jason Donovan,pop,13
26796,iAFMApGXeHf3tyVc,2007,Saturday Satan,Powerwolf,power metal,10
26797,VYQ3sC1053UH6woW,2007,Nu-di-ty,Kylie Minogue,electronic,12
26798,SyU7MomFOxuoSm6f,1991,Shine Like Stars,Primal Scream,pop,20
26799,rZRsL4f3vlY5GRtT,1997,B Is For Bethlehem,The Promise Ring,emo,12
26800,MeFaww2zbmPA0HpG,2004,Prophecy (With Sample),Soulfly,groove metal,19
26801,EWZNBypdxfV1hTCo,2010,Skyscrapers,OK Go,indie rock,13
26802,cPIOdfswnRIUEHcb,2006,Await Rescue,65daysofstatic,math rock,13
26803,zddXIHhmYcWpzZvS,2004,The Body Breaks,Devendra Banhart,folk,13
26804,iOeJVa5hUUfb58rL,2014,Let Me Be Mine,Spoon,rock,16
26805,O7rls7zwiA7GABap,2008,Issues,The Saturdays,pop,10
26806,M43VqCjOKABeafxt,2017,Bad Desire,Noah Gundersen,singer-songwriter,11
26807,lR2oU6cJMDXA0Q5F,1991,Vibeology,Paula Abdul,pop,17
26808,yEHgvLl0gU6HIFr5,2019,Only for the Broken-Hearted,Twin Shadow,electropop,12
26809,m4UdMvEN4c4UkS3t,2015,Black Cadillac,Shinedown,rock,12
26810,Sui4UkxqCn3z4n2Q,2008,You Make It Real,James Morrison,singer-songwriter,20
26811,rIaqDg0ZTVh3WMBK,1994,Love Tried to Welcome Me,Madonna,pop,14
26812,lnWKKmAEPt8KMlmy,1994,Sanctuary,Madonna,pop,17
26813,OJzfJYYuS8mVuazw,2010,The Parish of Space Dust,Gorillaz,experimental,11
26814,z0sep7BbQR79r4Rp,2017,We Were Alive,Austra,art pop,15
26815,zkfa2n6DQZOzD6D9,1996,La cura,Franco Battiato,singer-songwriter,11
26816,5OSJpmcXZF3vXRrw,2004,Ugly,The Exies,post-grunge,17
26817,ZlP4B3bNAvPnmT5o,2012,In Absentia,The Mars Volta,progressive rock,15
26818,Oalp02mMwf8cvhmm,2016,Singularity,Scandroid,electronic,10
26819,OZDd2jYIIiIDroVo,1983,Laughing,R.E.M.,alternative rock,18
26820,6nNpy9QmcQfcmZvR,2009,Fortune,Little Dragon,electronic,13
26821,XjcYeeYxKVsvU1Q6,2015,Anthem For Doomed Youth,The Libertines,indie rock,16
26822,VhbXSmXhirNp5kqJ,1983,Catapult,R.E.M.,alternative rock,15
26823,SAf4vTlqgrd0HNO7,1991,Premature Burial,Malevolent Creation,death metal,26
26824,fbpKWzwjDDGP67M2,2016,Dead Weight,White Lung,post-punk,11
26825,fbGAFSKSO5PCaBeG,1983,9-9,R.E.M.,alternative rock,15
26826,fSmPWC2UvljkpC67,1997,Ancient Skin,Mayhem,black metal,10
26827,xzR3bZYMXC4pngrP,2005,Studying Politics,Emery,screamo,14
26828,9IWXe00vUDks2l6R,2015,Dino,Harmonia,krautrock,11
26829,SVBb9TgKDf3WzUz6,1986,Horror Business,Misfits,horror punk,17
26830,icTxGhifr4j0RVDx,2011,Always Something,Cage the Elephant,indie rock,12
26831,U4yY4zFGOHYClSzF,2005,Cigarettes,Fort Minor,hip hop,9
26832,tlOsb1R2CHTbyPSp,2014,Divide,The Birthday Massacre,electronic,19
26833,y335rzWr7KoJPYgw,2017,Everything (All at Once),Arcane Roots,progressive rock,10
26834,oRzQZAam4X0h91Rt,1989,Nick Of Time,Bonnie Raitt,blues,14
26835,NuCigIiljzoaBSMl,2015,Broken Generation,Of Mice & Men,rock,13
26836,iFZ4SD58vfaBTv1o,2002,Manic Aeon,Sirenia,symphonic metal,13
26837,92LKNJilDaob2xSo,2002,La Breeze,Simian,indie rock,13
26838,LDAsLPu0dJHlBoyv,2017,Dissolve,Emptyset,noise,16
26839,uQsxW5BxnMlg3y6U,2015,At the End of the Earth,The Dear Hunter,progressive rock,14
26840,JR8hfWnRyYg5XeWq,2009,Everything To Nothing,Lamb of God,groove metal,22
26841,ZdEZisEIewXEmPhg,1986,She's Calling You,Bad Brains,hardcore punk,11
26842,kONs6YdGHWRsd3Gl,2010,Sick Bubblegum,Rob Zombie,industrial metal,37
26843,HZSfVLFWQpYgysfj,1988,Hawkmoon 269,U2,drone,12
26844,kvozHf4zoNUnr7yA,2017,Bullshit,Dune Rats,punk,9
26845,ALm6wXcFbX6b7V1i,2007,Limelight,Apparat,electronica,9
26846,CpgBMHXK5HlC735y,1977,Caught With The Meat In Your Mouth,Dead Boys,punk,12
26847,gqmnpCCP8zoYz0zt,2017,Bubblegum Dreams,Ariel Pink,lo-fi,12
26848,wsDvE2DE6iHLoUXp,1990,O Pastor,Madredeus,fado,11
26849,r0TsHe2dlFIynVQM,1997,Lady Rosenred,Lake of Tears,doom metal,12
26850,2h5QyDLgYZwpDhpg,1995,Squeeze Me,Diana Krall,smooth jazz,11
26851,N2vaJjsULvHlYUe7,2014,Nothin' Left,Death from Above 1979,indie rock,16
26852,zgqCahzGTxn675I6,1999,Hold Me,Savage Garden,pop,10
26853,wAqQjTedJ93qMvrr,2018,Submarine Life,Teleman,soft rock,17
26854,Xcv05vPdKsrcfLCP,2014,Dreamkeeper,Xandria,symphonic metal,10
26855,WiHpsBKfO1ShN6Iw,2007,Gaia,Tiamat,doom metal,11
26856,ecDOAnSKfF25vlS6,1994,Heaven's Not Overflowing,Corrosion of Conformity,stoner rock,18
26857,fGJuD6XRDo6C0kbf,1999,Climb,Mos Def,hip hop,11
26858,zugMe3eBBoN6NY76,1994,Broken Man,Corrosion of Conformity,stoner metal,17
26859,VFnJpNxtlGTcJmWv,2008,I Run to You,Lady Antebellum,country,10
26860,JFc4Z3E5cc7QwdLN,2005,Clear The Area,Imogen Heap,electronic,11
26861,XIxDyGKYBp4hPsqd,2016,Ville Mentality,J. Cole,hip hop,7
26862,KR5Buj1hgH9F0VuA,2012,Demons,Sleigh Bells,noise pop,11
